postcode,city,state
73100,Johol,NSN
73109,Johol,NSN
73200,Gemencheh,NSN
73207,Gemencheh,NSN
73209,Gemencheh,NSN
73300,Gemencheh,NSN
73309,Gemencheh,NSN
73400,Gemas,NSN
73409,Gemas,NSN
73420,Gemas,NSN
73430,Pusat Bandar Palong,NSN
73440,Pusat Bandar Palong,NSN
73450,Pusat Bandar Palong,NSN
73460,Pusat Bandar Palong,NSN
73470,Pusat Bandar Palong,NSN
73480,Gemas,NSN
73500,Rompin,NSN
73507,Rompin,NSN
73509,Rompin,NSN
75000,Melaka,MLK
75050,Melaka,MLK
75100,Melaka,MLK
75150,Melaka,MLK
75200,Melaka,MLK
75250,Melaka,MLK
75260,Melaka,MLK
75300,Melaka,MLK
75350,Melaka,MLK
75400,Melaka,MLK
75450,Ayer Keroh,MLK
75460,Melaka,MLK
75500,Melaka,MLK
75502,Melaka,MLK
75503,Melaka,MLK
75504,Melaka,MLK
75505,Melaka,MLK
75506,Melaka,MLK
75508,Melaka,MLK
75510,Melaka,MLK
75512,Melaka,MLK
75514,Melaka,MLK
75516,Melaka,MLK
75517,Melaka,MLK
75518,Melaka,MLK
75519,Melaka,MLK
75532,Melaka,MLK
75536,Melaka,MLK
75538,Melaka,MLK
75540,Melaka,MLK
75542,Melaka,MLK
75546,Melaka,MLK
75550,Melaka,MLK
75551,Melaka,MLK
75552,Melaka,MLK
75560,Melaka,MLK
75564,Melaka,MLK
75566,Melaka,MLK
75570,Melaka,MLK
75572,Melaka,MLK
75576,Melaka,MLK
75578,Melaka,MLK
75582,Melaka,MLK
75584,Melaka,MLK
75586,Melaka,MLK
75590,Melaka,MLK
75592,Melaka,MLK
75594,Melaka,MLK
75596,Melaka,MLK
75600,Melaka,MLK
75604,Melaka,MLK
75606,Melaka,MLK
75608,Melaka,MLK
75609,Melaka,MLK
75610,Melaka,MLK
75612,Melaka,MLK
75618,Melaka,MLK
75620,Melaka,MLK
75622,Melaka,MLK
75626,Melaka,MLK
75628,Melaka,MLK
75630,Melaka,MLK
75632,Melaka,MLK
75646,Melaka,MLK
75648,Melaka,MLK
75662,Melaka,MLK
75670,Melaka,MLK
75672,Melaka,MLK
75673,Melaka,MLK
75674,Melaka,MLK
75676,Melaka,MLK
75690,Melaka,MLK
75700,Melaka,MLK
75710,Melaka,MLK
75720,Melaka,MLK
75730,Melaka,MLK
75740,Melaka,MLK
75750,Melaka,MLK
75760,Melaka,MLK
75900,Melaka,MLK
75902,Melaka,MLK
75904,Melaka,MLK
75906,Melaka,MLK
75908,Melaka,MLK
75910,Melaka,MLK
75912,Melaka,MLK
75914,Melaka,MLK
75916,Melaka,MLK
75918,Melaka,MLK
75990,Melaka,MLK
76100,Durian Tunggal,MLK
76109,Durian Tunggal,MLK
76200,Kem Trendak,MLK
76300,Sungai Udang,MLK
76400,Tanjong Kling,MLK
76409,Tanjong Kling,MLK
76450,Melaka,MLK
77000,Jasin,MLK
77007,Jasin,MLK
77008,Jasin,MLK
77009,Jasin,MLK
77100,Asahan,MLK
77109,Asahan,MLK
77200,Bemban,MLK
77300,Merlimau,MLK
77309,Merlimau,MLK
77400,Sungai Rambai,MLK
77409,Sungai Rambai,MLK
77500,Selandar,MLK
78000,Alor Gajah,MLK
78009,Alor Gajah,MLK
78100,Lubok China,MLK
78200,Kuala Sungai Baru,MLK
78300,Masjid Tanah,MLK
78307,Masjid Tanah,MLK
78309,Masjid Tanah,MLK
79000,Iskandar Puteri,JHR
79050,Iskandar Puteri,JHR
79100,Iskandar Puteri,JHR
79150,Iskandar Puteri,JHR
79200,Iskandar Puteri,JHR
79250,Iskandar Puteri,JHR
79502,Iskandar Puteri,JHR
79503,Iskandar Puteri,JHR
79504,Iskandar Puteri,JHR
79505,Iskandar Puteri,JHR
79511,Iskandar Puteri,JHR
79513,Iskandar Puteri,JHR
79514,Iskandar Puteri,JHR
79517,Iskandar Puteri,JHR
79518,Iskandar Puteri,JHR
79520,Iskandar Puteri,JHR
79521,Iskandar Puteri,JHR
79523,Iskandar Puteri,JHR
79532,Iskandar Puteri,JHR
79538,Iskandar Puteri,JHR
79540,Iskandar Puteri,JHR
79546,Iskandar Puteri,JHR
79548,Iskandar Puteri,JHR
79550,Iskandar Puteri,JHR
79552,Iskandar Puteri,JHR
79555,Iskandar Puteri,JHR
79570,Iskandar Puteri,JHR
79575,Iskandar Puteri,JHR
79576,Iskandar Puteri,JHR
79592,Iskandar Puteri,JHR
79601,Iskandar Puteri,JHR
79603,Iskandar Puteri,JHR
79605,Iskandar Puteri,JHR
79606,Iskandar Puteri,JHR
79612,Iskandar Puteri,JHR
79626,Iskandar Puteri,JHR
79630,Iskandar Puteri,JHR
79632,Iskandar Puteri,JHR
79646,Iskandar Puteri,JHR
79658,Iskandar Puteri,JHR
79660,Iskandar Puteri,JHR
79680,Iskandar Puteri,JHR
79681,Iskandar Puteri,JHR
79683,Iskandar Puteri,JHR
80000,Johor Bahru,JHR
80050,Johor Bahru,JHR
80100,Johor Bahru,JHR
80150,Johor Bahru,JHR
80200,Johor Bahru,JHR
80250,Johor Bahru,JHR
80300,Johor Bahru,JHR
80350,Johor Bahru,JHR
80400,Johor Bahru,JHR
80500,Johor Bahru,JHR
80506,Johor Bahru,JHR
80508,Johor Bahru,JHR
80516,Johor Bahru,JHR
80519,Johor Bahru,JHR
80534,Johor Bahru,JHR
80536,Johor Bahru,JHR
80542,Johor Bahru,JHR
80546,Johor Bahru,JHR
80558,Johor Bahru,JHR
80560,Johor Bahru,JHR
80564,Johor Bahru,JHR
80568,Johor Bahru,JHR
80578,Johor Bahru,JHR
80584,Johor Bahru,JHR
80586,Johor Bahru,JHR
80590,Johor Bahru,JHR
80592,Johor Bahru,JHR
80594,Johor Bahru,JHR
80596,Johor Bahru,JHR
80600,Johor Bahru,JHR
80604,Johor Bahru,JHR
80608,Johor Bahru,JHR
80620,Johor Bahru,JHR
80622,Johor Bahru,JHR
80628,Johor Bahru,JHR
80644,Johor Bahru,JHR
80648,Johor Bahru,JHR
80662,Johor Bahru,JHR
80664,Johor Bahru,JHR
80668,Johor Bahru,JHR
80670,Johor Bahru,JHR
80672,Johor Bahru,JHR
80673,Johor Bahru,JHR
80676,Johor Bahru,JHR
80700,Johor Bahru,JHR
80710,Johor Bahru,JHR
80720,Johor Bahru,JHR
80730,Johor Bahru,JHR
80900,Johor Bahru,JHR
80902,Johor Bahru,JHR
80904,Johor Bahru,JHR
80906,Johor Bahru,JHR
80908,Johor Bahru,JHR
80988,Johor Bahru,JHR
80990,Johor Bahru,JHR
81000,Kulai,JHR
81030,Kulai,JHR
81100,Johor Bahru,JHR
81200,Johor Bahru,JHR
81300,Johor Bahru,JHR
81310,Johor Bahru,JHR
81400,Senai,JHR
81440,Bandar Tenggara,JHR
81450,Gugusan Taib Andak,JHR
81500,Pekan Nenas,JHR
81550,Gelang Patah,JHR
81600,Pengerang,JHR
81700,Pasir Gudang,JHR
81750,Masai,JHR
81800,Ulu Tiram,JHR
81850,Layang-Layang,JHR
81900,Kota Tinggi,JHR
81920,Ayer Tawar 2,JHR
81930,Bandar Penawar,JHR
82000,Pontian,JHR
82100,Ayer Baloi,JHR
82200,Benut,JHR
82300,Kukup,JHR
83000,Batu Pahat,JHR
83010,Batu Pahat,JHR
83100,Rengit,JHR
83200,Senggarang,JHR
83300,Seri Gading,JHR
83400,Seri Medan,JHR
83500,Parit Sulong,JHR
83600,Semerah,JHR
83700,Yong Peng,JHR
84000,Muar,JHR
84150,Parit Jawa,JHR
84200,Muar,JHR
84300,Bukit Pasir,JHR
84400,Sungai Mati,JHR
84500,Panchor,JHR
84600,Pagoh,JHR
84700,Gerisek,JHR
84800,Bukit Gambir,JHR
84900,Tangkak,JHR
85000,Segamat,JHR
85010,Segamat,JHR
85020,Segamat,JHR
85100,Batu Anam,JHR
85200,Jementah,JHR
85300,Labis,JHR
85400,Chaah,JHR
86000,Kluang,JHR
86100,Ayer Hitam,JHR
86200,Simpang Rengam,JHR
86300,Rengam,JHR
86400,Parit Raja,JHR
86500,Bekok,JHR
86600,Paloh,JHR
86700,Kahang,JHR
86800,Mersing,JHR
86810,Mersing,JHR
86900,Endau,JHR
87000,Labuan,LBN
87010,Labuan,LBN
87011,Labuan,LBN
87012,Labuan,LBN
87013,Labuan,LBN
87014,Labuan,LBN
87015,Labuan,LBN
87016,Labuan,LBN
87017,Labuan,LBN
87018,Labuan,LBN
87019,Labuan,LBN
87020,Labuan,LBN
87021,Labuan,LBN
87022,Labuan,LBN
87023,Labuan,LBN
87024,Labuan,LBN
87025,Labuan,LBN
87026,Labuan,LBN
87027,Labuan,LBN
87028,Labuan,LBN
87029,Labuan,LBN
87030,Labuan,LBN
87031,Labuan,LBN
87032,Labuan,LBN
87033,Labuan,LBN
88000,Kota Kinabalu,SBH
88100,Kota Kinabalu,SBH
88200,Kota Kinabalu,SBH
88300,Kota Kinabalu,SBH
88400,Kota Kinabalu,SBH
88450,Kota Kinabalu,SBH
88460,Kota Kinabalu,SBH
88500,Kota Kinabalu,SBH
88502,Kota Kinabalu,SBH
88504,Kota Kinabalu,SBH
88505,Kota Kinabalu,SBH
88506,Kota Kinabalu,SBH
88508,Kota Kinabalu,SBH
88510,Kota Kinabalu,SBH
88512,Kota Kinabalu,SBH
88514,Kota Kinabalu,SBH
88516,Kota Kinabalu,SBH
88518,Kota Kinabalu,SBH
88520,Kota Kinabalu,SBH
88526,Kota Kinabalu,SBH
88527,Kota Kinabalu,SBH
88532,Kota Kinabalu,SBH
88534,Kota Kinabalu,SBH
88538,Kota Kinabalu,SBH
88540,Kota Kinabalu,SBH
88546,Kota Kinabalu,SBH
88550,Kota Kinabalu,SBH
88551,Kota Kinabalu,SBH
88552,Kota Kinabalu,SBH
88554,Kota Kinabalu,SBH
88556,Kota Kinabalu,SBH
88558,Kota Kinabalu,SBH
88560,Kota Kinabalu,SBH
88562,Kota Kinabalu,SBH
88564,Kota Kinabalu,SBH
88566,Kota Kinabalu,SBH
88568,Kota Kinabalu,SBH
88570,Kota Kinabalu,SBH
88572,Kota Kinabalu,SBH
88576,Kota Kinabalu,SBH
88580,Kota Kinabalu,SBH
88582,Kota Kinabalu,SBH
88586,Kota Kinabalu,SBH
88590,Kota Kinabalu,SBH
88592,Kota Kinabalu,SBH
88594,Kota Kinabalu,SBH
88596,Kota Kinabalu,SBH
88598,Kota Kinabalu,SBH
88600,Kota Kinabalu,SBH
88602,Kota Kinabalu,SBH
88604,Kota Kinabalu,SBH
88606,Kota Kinabalu,SBH
88608,Kota Kinabalu,SBH
88609,Kota Kinabalu,SBH
88610,Kota Kinabalu,SBH
88612,Kota Kinabalu,SBH
88614,Kota Kinabalu,SBH
88617,Kota Kinabalu,SBH
88618,Kota Kinabalu,SBH
88620,Kota Kinabalu,SBH
88621,Kota Kinabalu,SBH
88622,Kota Kinabalu,SBH
88624,Kota Kinabalu,SBH
88626,Kota Kinabalu,SBH
88628,Kota Kinabalu,SBH
88630,Kota Kinabalu,SBH
88632,Kota Kinabalu,SBH
88634,Kota Kinabalu,SBH
88644,Kota Kinabalu,SBH
88646,Kota Kinabalu,SBH
88648,Kota Kinabalu,SBH
88656,Kota Kinabalu,SBH
88658,Kota Kinabalu,SBH
88660,Kota Kinabalu,SBH
88661,Kota Kinabalu,SBH
88662,Kota Kinabalu,SBH
88670,Kota Kinabalu,SBH
88672,Kota Kinabalu,SBH
88673,Kota Kinabalu,SBH
88675,Kota Kinabalu,SBH
88676,Kota Kinabalu,SBH
88680,Kota Kinabalu,SBH
88690,Kota Kinabalu,SBH
88700,Beverly,SBH
88721,Putatan,SBH
88722,Putatan,SBH
88723,Putatan,SBH
88724,Putatan,SBH
88725,Putatan,SBH
88757,Kota Kinabalu,SBH
88758,Kota Kinabalu,SBH
88759,Kota Kinabalu,SBH
88760,Kota Kinabalu,SBH
88761,Kota Kinabalu,SBH
88762,Kota Kinabalu,SBH
88763,Kota Kinabalu,SBH
88764,Kota Kinabalu,SBH
88765,Kota Kinabalu,SBH
88766,Kota Kinabalu,SBH
88767,Kota Kinabalu,SBH
88768,Kota Kinabalu,SBH
88769,Kota Kinabalu,SBH
88770,Kota Kinabalu,SBH
88771,Kota Kinabalu,SBH
88772,Kota Kinabalu,SBH
88773,Kota Kinabalu,SBH
88774,Kota Kinabalu,SBH
88775,Kota Kinabalu,SBH
88776,Kota Kinabalu,SBH
88777,Kota Kinabalu,SBH
88778,Kota Kinabalu,SBH
88779,Kota Kinabalu,SBH
88780,Kota Kinabalu,SBH
88781,Kota Kinabalu,SBH
88782,Kota Kinabalu,SBH
88783,Kota Kinabalu,SBH
88784,Kota Kinabalu,SBH
88785,Kota Kinabalu,SBH
88786,Kota Kinabalu,SBH
88787,Kota Kinabalu,SBH
88788,Kota Kinabalu,SBH
88789,Kota Kinabalu,SBH
88790,Kota Kinabalu,SBH
88800,Kota Kinabalu,SBH
88801,Kota Kinabalu,SBH
88802,Kota Kinabalu,SBH
88803,Kota Kinabalu,SBH
88804,Kota Kinabalu,SBH
88805,Kota Kinabalu,SBH
88806,Kota Kinabalu,SBH
88807,Kota Kinabalu,SBH
88808,Kota Kinabalu,SBH
88809,Kota Kinabalu,SBH
88810,Kota Kinabalu,SBH
88811,Kota Kinabalu,SBH
88812,Kota Kinabalu,SBH
88813,Kota Kinabalu,SBH
88814,Kota Kinabalu,SBH
88815,Kota Kinabalu,SBH
88816,Kota Kinabalu,SBH
88817,Kota Kinabalu,SBH
88818,Kota Kinabalu,SBH
88819,Kota Kinabalu,SBH
88820,Kota Kinabalu,SBH
88821,Kota Kinabalu,SBH
88822,Kota Kinabalu,SBH
88823,Kota Kinabalu,SBH
88824,Kota Kinabalu,SBH
88825,Kota Kinabalu,SBH
88826,Kota Kinabalu,SBH
88827,Kota Kinabalu,SBH
88828,Kota Kinabalu,SBH
88829,Kota Kinabalu,SBH
88830,Kota Kinabalu,SBH
88831,Kota Kinabalu,SBH
88832,Kota Kinabalu,SBH
88833,Kota Kinabalu,SBH
88834,Kota Kinabalu,SBH
88835,Kota Kinabalu,SBH
88836,Kota Kinabalu,SBH
88837,Kota Kinabalu,SBH
88838,Kota Kinabalu,SBH
88839,Kota Kinabalu,SBH
88840,Kota Kinabalu,SBH
88841,Kota Kinabalu,SBH
88842,Kota Kinabalu,SBH
88843,Kota Kinabalu,SBH
88844,Kota Kinabalu,SBH
88845,Kota Kinabalu,SBH
88846,Kota Kinabalu,SBH
88847,Kota Kinabalu,SBH
88848,Kota Kinabalu,SBH
88849,Kota Kinabalu,SBH
88850,Kota Kinabalu,SBH
88851,Kota Kinabalu,SBH
88852,Kota Kinabalu,SBH
88853,Kota Kinabalu,SBH
88854,Kota Kinabalu,SBH
88855,Kota Kinabalu,SBH
88856,Likas,SBH
88857,Inanam,SBH
88858,Tanjung Aru,SBH
88860,Kota Kinabalu,SBH
88861,Kota Kinabalu,SBH
88862,Kota Kinabalu,SBH
88863,Kota Kinabalu,SBH
88865,Kota Kinabalu,SBH
88866,Kota Kinabalu,SBH
88867,Kota Kinabalu,SBH
88868,Kota Kinabalu,SBH
88869,Kota Kinabalu,SBH
88870,Kota Kinabalu,SBH
88871,Kota Kinabalu,SBH
88872,Kota Kinabalu,SBH
88873,Kota Kinabalu,SBH
88874,Kota Kinabalu,SBH
88875,Kota Kinabalu,SBH
88900,Kota Kinabalu,SBH
88901,Kota Kinabalu,SBH
88902,Kota Kinabalu,SBH
88903,Kota Kinabalu,SBH
88904,Kota Kinabalu,SBH
88905,Kota Kinabalu,SBH
88906,Kota Kinabalu,SBH
88988,Kota Kinabalu,SBH
88990,Kota Kinabalu,SBH
88991,Kota Kinabalu,SBH
88992,Kota Kinabalu,SBH
88993,Kota Kinabalu,SBH
88994,Kota Kinabalu,SBH
88995,Kota Kinabalu,SBH
88996,Kota Kinabalu,SBH
88997,Kota Kinabalu,SBH
88998,Kota Kinabalu,SBH
88999,Kota Kinabalu,SBH
89000,Keningau,SBH
89007,Keningau,SBH
89008,Keningau,SBH
89009,Keningau,SBH
89050,Kudat,SBH
89057,Kudat,SBH
89058,Kudat,SBH
89059,Kudat,SBH
89100,Kota Marudu,SBH
89107,Kota Marudu,SBH
89108,Kota Marudu,SBH
89109,Kota Marudu,SBH
89130,Kota Marudu,SBH
89137,Kota Marudu,SBH
89138,Kota Marudu,SBH
89139,Kota Marudu,SBH
89150,Kota Belud,SBH
89157,Kota Belud,SBH
89158,Kota Belud,SBH
89159,Kota Belud,SBH
89200,Tuaran,SBH
89207,Tuaran,SBH
89208,Tuaran,SBH
89209,Tuaran,SBH
89250,Tamparuli,SBH
89257,Tamparuli,SBH
89258,Tamparuli,SBH
89259,Tamparuli,SBH
89260,Beverly,SBH
89300,Ranau,SBH
89307,Ranau,SBH
89308,Ranau,SBH
89309,Ranau,SBH
89320,Ranau,SBH
89327,Ranau,SBH
89328,Ranau,SBH
89329,Ranau,SBH
89330,Ranau,SBH
89337,Ranau,SBH
89338,Ranau,SBH
89339,Ranau,SBH
89500,Penampang,SBH
89507,Penampang,SBH
89508,Penampang,SBH
89509,Penampang,SBH
89600,Papar,SBH
89607,Papar,SBH
89608,Papar,SBH
89609,Papar,SBH
89650,Tambunan,SBH
89657,Tambunan,SBH
89658,Tambunan,SBH
89659,Tambunan,SBH
89700,Bongawan,SBH
89707,Bongawan,SBH
89708,Bongawan,SBH
89709,Bongawan,SBH
89720,Membakut,SBH
89727,Membakut,SBH
89728,Membakut,SBH
89729,Membakut,SBH
89740,Kuala Penyu,SBH
89747,Kuala Penyu,SBH
89748,Kuala Penyu,SBH
89749,Kuala Penyu,SBH
89760,Menumbok,SBH
89767,Menumbok,SBH
89768,Menumbok,SBH
89769,Menumbok,SBH
89800,Beaufort,SBH
89807,Beaufort,SBH
89808,Beaufort,SBH
89809,Beaufort,SBH
89850,Sipitang,SBH
89857,Sipitang,SBH
89858,Sipitang,SBH
89859,Sipitang,SBH
89900,Tenom,SBH
89907,Tenom,SBH
89908,Tenom,SBH
89909,Tenom,SBH
89950,Nabawan,SBH
89957,Nabawan,SBH
89958,Nabawan,SBH
89959,Nabawan,SBH
90000,Sandakan,SBH
90009,Sandakan,SBH
90100,Beluran,SBH
90107,Beluran,SBH
90109,Beluran,SBH
90200,Kota Kinabatangan,SBH
90300,Sandakan,SBH
90307,Sandakan,SBH
90400,Pamol,SBH
90700,Sandakan,SBH
90701,Sandakan,SBH
90702,Sandakan,SBH
90703,Sandakan,SBH
90704,Sandakan,SBH
90705,Sandakan,SBH
90706,Sandakan,SBH
90707,Sandakan,SBH
90708,Sandakan,SBH
90709,Sandakan,SBH
90711,Sandakan,SBH
90712,Sandakan,SBH
90713,Sandakan,SBH
90714,Sandakan,SBH
90715,Sandakan,SBH
90716,Sandakan,SBH
90717,Sandakan,SBH
90718,Sandakan,SBH
90719,Sandakan,SBH
90720,Sandakan,SBH
90721,Sandakan,SBH
90722,Sandakan,SBH
90723,Sandakan,SBH
90724,Sandakan,SBH
90725,Sandakan,SBH
90726,Sandakan,SBH
90727,Sandakan,SBH
90728,Sandakan,SBH
90729,Sandakan,SBH
90730,Sandakan,SBH
90731,Sandakan,SBH
90732,Sandakan,SBH
90733,Sandakan,SBH
90734,Sandakan,SBH
90735,Sandakan,SBH
90736,Sandakan,SBH
90737,Sandakan,SBH
90738,Sandakan,SBH
90739,Sandakan,SBH
90740,Sandakan,SBH
90741,Sandakan,SBH
91000,Tawau,SBH
91007,Tawau,SBH
91008,Tawau,SBH
91009,Tawau,SBH
91010,Tawau,SBH
91011,Tawau,SBH
91012,Tawau,SBH
91013,Tawau,SBH
91014,Tawau,SBH
91015,Tawau,SBH
91016,Tawau,SBH
91017,Tawau,SBH
91018,Tawau,SBH
91019,Tawau,SBH
91020,Tawau,SBH
91021,Tawau,SBH
91022,Tawau,SBH
91023,Tawau,SBH
91024,Tawau,SBH
91025,Tawau,SBH
91026,Tawau,SBH
91027,Tawau,SBH
91028,Tawau,SBH
91029,Tawau,SBH
91030,Tawau,SBH
91031,Tawau,SBH
91032,Tawau,SBH
91033,Tawau,SBH
91034,Tawau,SBH
91035,Tawau,SBH
91100,Lahad Datu,SBH
91109,Lahad Datu,SBH
91110,Lahad Datu,SBH
91111,Lahad Datu,SBH
91112,Lahad Datu,SBH
91113,Lahad Datu,SBH
91114,Lahad Datu,SBH
91115,Lahad Datu,SBH
91116,Lahad Datu,SBH
91117,Lahad Datu,SBH
91118,Lahad Datu,SBH
91119,Lahad Datu,SBH
91120,Lahad Datu,SBH
91121,Lahad Datu,SBH
91122,Lahad Datu,SBH
91123,Lahad Datu,SBH
91124,Lahad Datu,SBH
91125,Lahad Datu,SBH
91126,Lahad Datu,SBH
91127,Lahad Datu,SBH
91128,Lahad Datu,SBH
91150,Lahad Datu,SBH
91200,Kunak,SBH
91207,Kunak,SBH
91209,Kunak,SBH
91300,Semporna,SBH
91307,Semporna,SBH
91308,Semporna,SBH
91309,Semporna,SBH
93000,Kuching,SRW
93010,Kuching,SRW
93050,Kuching,SRW
93100,Kuching,SRW
93150,Kuching,SRW
93200,Kuching,SRW
93250,Kuching,SRW
93300,Kuching,SRW
93350,Kuching,SRW
93400,Kuching,SRW
93450,Kuching,SRW
93500,Kuching,SRW
93502,Kuching,SRW
93503,Kuching,SRW
93504,Kuching,SRW
93505,Kuching,SRW
93506,Kuching,SRW
93507,Kuching,SRW
93508,Kuching,SRW
93514,Kuching,SRW
93516,Kuching,SRW
93517,Kuching,SRW
93518,Kuching,SRW
93519,Kuching,SRW
93520,Kuching,SRW
93527,Kuching,SRW
93529,Kuching,SRW
93532,Kuching,SRW
93540,Kuching,SRW
93550,Kuching,SRW
93551,Kuching,SRW
93552,Kuching,SRW
93554,Kuching,SRW
93556,Kuching,SRW
93558,Kuching,SRW
93560,Kuching,SRW
93564,Kuching,SRW
93566,Kuching,SRW
93570,Kuching,SRW
93572,Kuching,SRW
93576,Kuching,SRW
93578,Kuching,SRW
93582,Kuching,SRW
93586,Kuching,SRW
93590,Kuching,SRW
93592,Kuching,SRW
93594,Kuching,SRW
93596,Kuching,SRW
93600,Kuching,SRW
93604,Kuching,SRW
93606,Kuching,SRW
93608,Kuching,SRW
93609,Kuching,SRW
93610,Kuching,SRW
93612,Kuching,SRW
93614,Kuching,SRW
93618,Kuching,SRW
93619,Kuching,SRW
93620,Kuching,SRW
93626,Kuching,SRW
93628,Kuching,SRW
93632,Kuching,SRW
93634,Kuching,SRW
93648,Kuching,SRW
93658,Kuching,SRW
93660,Kuching,SRW
93661,Kuching,SRW
93662,Kuching,SRW
93670,Kuching,SRW
93672,Kuching,SRW
93677,Kuching,SRW
93690,Kuching,SRW
93694,Kuching,SRW
93700,Kuching,SRW
93702,Kuching,SRW
93704,Kuching,SRW
93706,Kuching,SRW
93708,Kuching,SRW
93710,Kuching,SRW
93712,Kuching,SRW
93714,Kuching,SRW
93716,Kuching,SRW
93718,Kuching,SRW
93720,Kuching,SRW
93722,Kuching,SRW
93724,Kuching,SRW
93726,Kuching,SRW
93728,Kuching,SRW
93730,Kuching,SRW
93732,Kuching,SRW
93734,Kuching,SRW
93736,Kuching,SRW
93738,Kuching,SRW
93740,Kuching,SRW
93742,Kuching,SRW
93744,Kuching,SRW
93746,Kuching,SRW
93748,Kuching,SRW
93750,Kuching,SRW
93752,Kuching,SRW
93754,Kuching,SRW
93756,Kuching,SRW
93758,Kuching,SRW
93760,Kuching,SRW
93762,Kuching,SRW
93764,Kuching,SRW
93900,Kuching,SRW
93902,Kuching,SRW
93904,Kuching,SRW
93906,Kuching,SRW
93908,Kuching,SRW
93910,Kuching,SRW
93912,Kuching,SRW
93914,Kuching,SRW
93916,Kuching,SRW
93990,Kuching,SRW
94000,Bau,SRW
94007,Bau,SRW
94009,Bau,SRW
94200,Siburan,SRW
94300,Kota Samarahan,SRW
94500,Lundu,SRW
94507,Lundu,SRW
94509,Lundu,SRW
94600,Asajaya,SRW
94650,Kabong,SRW
94700,Serian,SRW
94707,Serian,SRW
94709,Serian,SRW
94750,Serian,SRW
94760,Serian,SRW
94800,Simunjan,SRW
94807,Simunjan,SRW
94809,Simunjan,SRW
94850,Sebuyau,SRW
94900,Lingga,SRW
94950,Pusa,SRW
95000,Sri Aman,SRW
95007,Sri Aman,SRW
95008,Sri Aman,SRW
95009,Sri Aman,SRW
95300,Roban,SRW
95400,Saratok,SRW
95407,Saratok,SRW
95409,Saratok,SRW
95500,Debak,SRW
95600,Spaoh,SRW
95700,Betong,SRW
95707,Betong,SRW
95709,Betong,SRW
95800,Engkilili,SRW
95900,Lubok Antu,SRW
96000,Sibu,SRW
96007,Sibu,SRW
96008,Sibu,SRW
96009,Sibu,SRW
96100,Sarikei,SRW
96107,Sarikei,SRW
96108,Sarikei,SRW
96109,Sarikei,SRW
96150,Belawai,SRW
96200,Daro,SRW
96250,Matu,SRW
96300,Dalat,SRW
96307,Dalat,SRW
96309,Dalat,SRW
96350,Balingian,SRW
96400,Mukah,SRW
96410,Mukah,SRW
96500,Bintangor,SRW
96507,Bintangor,SRW
96508,Bintangor,SRW
96509,Bintangor,SRW
96600,Julau,SRW
96700,Kanowit,SRW
96707,Kanowit,SRW
96709,Kanowit,SRW
96800,Kapit,SRW
96807,Kapit,SRW
96809,Kapit,SRW
96850,Song,SRW
96900,Belaga,SRW
96950,Belaga,SRW
97000,Bintulu,SRW
97007,Bintulu,SRW
97008,Bintulu,SRW
97009,Bintulu,SRW
97010,Bintulu,SRW
97011,Bintulu,SRW
97012,Bintulu,SRW
97013,Bintulu,SRW
97014,Bintulu,SRW
97015,Bintulu,SRW
97100,Sebauh,SRW
97200,Tatau,SRW
97300,Bintulu,SRW
98000,Miri,SRW
98007,Miri,SRW
98008,Miri,SRW
98009,Miri,SRW
98050,Baram,SRW
98057,Baram,SRW
98058,Baram,SRW
98059,Baram,SRW
98100,Lutong,SRW
98107,Lutong,SRW
98109,Lutong,SRW
98150,Bekenu,SRW
98157,Bekenu,SRW
98159,Bekenu,SRW
98200,Niah,SRW
98300,Long Lama,SRW
98700,Limbang,SRW
98707,Limbang,SRW
98708,Limbang,SRW
98709,Limbang,SRW
98750,Nanga Medamit,SRW
98800,Sundar,SRW
98850,Lawas,SRW
98857,Lawas,SRW
98859,Lawas,SRW
